ReviewID,ReviewContent,Rating,Date,country
30087413799430500,Everything is OK,1.0,25/03/2025,Italy
60089328177276000,It's beautiful! ! I loved it,3.0,25/03/2025,Mexico
30086948791473500,Quality matches the price!! !,3.0,25/03/2025,Ukraine
30086729098276300,,3.0,24/03/2025,Spain
60089541411398700,,3.0,24/03/2025,United States
60089332520788100,"Woooo is super efficient, I recommend it to you.",5.0,24/03/2025,United States
30086943975913000,,4.0,24/03/2025,Spain
30086943975813000,,4.0,24/03/2025,Spain
30086943975713000,,4.0,24/03/2025,Spain
30086943975613000,,4.0,24/03/2025,Spain
30086943975513000,,4.0,24/03/2025,Spain
30086943975413000,,4.0,24/03/2025,Spain
30086943975313000,"It's a past, thank you AliExpress.",4.0,24/03/2025,Spain
30086946725703300,"My question is why is it not matching,",3.0,24/03/2025,UK
60089557587862000,Nice extra watch .easy to use.,4.0,24/03/2025,Australia
30087093612390800,Everything as described ☺️,5.0,24/03/2025,Italy
30086930369044400,"Yes, it is very good and the prices are reasonable. There was delivery on time. Thank you very much for the credibility. Yes, when there is credibility, the work is going on a very good constant step.",3.0,24/03/2025,Netherlands
30086720201383400,Very satisfied looks good and works ok,5.0,24/03/2025,UK
30086925195096200,doesn't work,1.0,24/03/2025,Poland
60089552773015200,"Came well packaged and easy to set up and use, works great",3.0,24/03/2025,Australia
60089553538241500,Bad. A few days of use and it no longer charges.,2.0,24/03/2025,Brazil
60089547995046700,in the area of my packages,1.0,24/03/2025,Mexico
30086705062872600,,,24/03/2025,Netherlands
30086921156372600,,,24/03/2025,Netherlands
60089560477417600,,,24/03/2025,Australia
30086920320005500,"Perfect, I recommend it.",5.0,24/03/2025,Italy
30086699432718900,It does not have all the functions,3.0,24/03/2025,Romania
50169436273690000,,,23/03/2025,Saudi Arabia
60089542783197300,,5.0,23/03/2025,Mexico
30087376149705400,"This is for a gift, I haven't tried it yet.",4.0,23/03/2025,Spain
30087053619831900,Great,4.0,23/03/2025,Germany
30086904311809500,Very cool,4.0,23/03/2025,Spain
60089305354664200,,4.0,23/03/2025,Mexico
50169079517565100,Good,3.0,23/03/2025,Japan
60089306103198600,"Excellent product I recommend both to the seller and to the product, it is of excellent quality and the super affordable price",3.0,23/03/2025,Mexico
30086891999260700,,,23/03/2025,Spain
60089301315751400,,3.0,23/03/2025,Mexico
50170564044229400,,3.0,23/03/2025,"Korea, Republic of"
30086892727235600,"The box seems to have been raised by a horse, but the watch is scratched and the strap is like a hard sticker with a faulty item. If they don't want to return it, they don't sell poor quality.",1.0,23/03/2025,Spain
30086889569103200,,,23/03/2025,Portugal
60089506242941500,,,23/03/2025,Mexico
60089506242841500,,,23/03/2025,Mexico
60089506242741500,,,23/03/2025,Mexico
30087020063911700,"Very fast delivery, top goods, gladly again",3.0,23/03/2025,Germany
30087354908254300,"Good watch, matches the description..very worth..(but picture quality is not so great)",3.0,22/03/2025,Germany
30087354908154300,"Good watch, matches the description..very worth..(but picture quality is not so great)",3.0,22/03/2025,Germany
60089545656681600,"Good quality, fully charged, I recommend it.",5.0,22/03/2025,Mexico
30087007269166600,,,22/03/2025,Poland
30086873177498400,,,22/03/2025,France
30086651051224100,battery lasts forever. the rest didn't thrill me that much now.,,22/03/2025,Germany
30087003276960000,"incredibly nice smartwatch, precious jewelry on the wrist, lots of watch at a very good price",5.0,22/03/2025,Germany
50169284685575100,"Just arrived 
 It's before use",,22/03/2025,"Korea, Republic of"
30087000051071200,"I just received it, I can't say if it works well, the bracelet is a bit twisted.",3.0,22/03/2025,France
30086866774017400,Lovely .working fine,3.0,22/03/2025,Nigeria
60089525164507000,,3.0,22/03/2025,Mexico
50168965592945500,Very good.,4.0,22/03/2025,"Korea, Republic of"
30086635451384000,,,22/03/2025,Spain
30086633076726000,The watch sphere is not the same color,1.0,22/03/2025,Spain
60089534826772300,,1.0,22/03/2025,Colombia
60089488607075500,"The screen is very simple, not of very good quality, but due to the price, you can't order much. The design is pretty, but it turned out a little scratched.",1.0,22/03/2025,Mexico
30086849167832900,Good,,21/03/2025,Italy
30087310582513000,,,21/03/2025,Poland
30086842375905100,It's beautiful but I haven't used it yet,3.0,21/03/2025,Germany
30086970807377200,"they did not come with the package they ordered, but that's fine",3.0,21/03/2025,Poland
30087304197979200,"For this price cheap, the watch is fire",5.0,21/03/2025,Hungary
30086615428985500,Do I still have to try it,,21/03/2025,Germany
30086839947082700,Top,,21/03/2025,Germany
50169791746347100,very good,,21/03/2025,Saudi Arabia
50168884772655200,,5.0,21/03/2025,Sri Lanka
60089506771515600,,,21/03/2025,United States
60089480635267800,,3.0,21/03/2025,Australia
60089480635167800,,5.0,21/03/2025,Australia
60089480635067800,Received on time.,5.0,21/03/2025,Australia
60089266921941100,,3.0,21/03/2025,Mexico
60089478208941100,"Good watch, nothing extraordinary, it meets what it indicates",3.0,21/03/2025,Mexico
60089260566396900,"Hello, good quality product delivery service. Thank you.",5.0,21/03/2025,Mexico
60089263334976900,"Recommended product, very nice design and excellent material",,21/03/2025,Mexico
60089257790065400,,,21/03/2025,Chile
50169114661487900,,1.0,21/03/2025,"Korea, Republic of"
60089259326320900,What it cost me is really good,5.0,21/03/2025,Mexico
30086589448841600,,3.0,21/03/2025,Ukraine
30086944481970600,The watch looks very cheap. I won't use it.,,21/03/2025,Germany
60089514090189700,,,21/03/2025,Mexico
60089516074460700,"Good product, the price cannot be demanded too much, I agree with the basic content, the quality of the materials is equal to the price.",3.0,21/03/2025,Mexico
60089519214607900,Good for the price,,21/03/2025,Belize
60089519214507900,Good for the price,,21/03/2025,Belize
30086938092772200,Beautiful,5.0,21/03/2025,Italy
60089493929282400,Happy my daughter just what we asked for,3.0,20/03/2025,Mexico
30086576622270000,Cargó the watch is still not installed,,20/03/2025,Spain
30087274121770000,The clock is not charging,1.0,20/03/2025,Spain
50168759116036400,,3.0,20/03/2025,"Korea, Republic of"
30087263731551200,"The order is identical to the photo, very good and fast delivery",5.0,20/03/2025,France
30086779175474400,clock as described working well,3.0,20/03/2025,Italy
30086557450563800,,5.0,20/03/2025,Albania
60089482362361600,,,20/03/2025,Mexico
30087111636455600,,5.0,25/03/2025,Spain
60089569299934000,,,25/03/2025,United States
30086739896772300,,,25/03/2025,Ghana
60089336108787500,,1.0,25/03/2025,United States
30087421303503200,I don’t understand it… it has not work since i bought it,1.0,25/03/2025,UK
60089573204917600,It should say AURICULAR (UNO) and not AURICULAR (DOS),,25/03/2025,Chile
30086954303538900,,,25/03/2025,Spain
30086952719638900,,3.0,25/03/2025,Spain
60089330136146500,Ok,3.0,24/03/2025,United States
50170166506164400,,,24/03/2025,Israel
50169164722884200,,3.0,24/03/2025,Israel
60089550722033800,,5.0,24/03/2025,United States
50169160709967800,v good. varah rangalhu shukuriyaa,3.0,24/03/2025,Maldives
30086919922835500,Good,,24/03/2025,Switzerland
30086916347012200,Good quality and condition good value for money and good appearance,5.0,24/03/2025,UK
60089557680021600,"I charged it once and it no longer sold, nor charged very poor quality. 😕 😡",1.0,24/03/2025,Mexico
30086697016868800,Good,4.0,24/03/2025,Portugal
30087374520202600,,,23/03/2025,Spain
30086901161120900,,,23/03/2025,Spain
30087372915501300,fast delivery 🙂 👍,,23/03/2025,Belgium
60089308507358600,Love it,3.0,23/03/2025,United States
60089510674897200,Good functioning.,4.0,23/03/2025,Brazil
50169971715331100,,,23/03/2025,Russian Federation
30086889568972100,,1.0,23/03/2025,Spain
30086668609403700,It doesn't work,1.0,23/03/2025,Spain
30087017292515300,,,23/03/2025,Belgium
30086887522830800,Ok,,23/03/2025,UK
30086882792606100,,,22/03/2025,Spain
30087018810214800,,,22/03/2025,France
30086661810162000,Good purchase given the quality \ price.,5.0,22/03/2025,Italy
30087003286911000,,1.0,22/03/2025,Spain
30087340917364200,"I think this is a great item. The problem is that you listen very well, but your interlocutor doesn't listen very well.",,22/03/2025,Spain
30086631076901400,,,22/03/2025,Cameroon
30086982470532200,Perfect,5.0,22/03/2025,Spain
30086976444322200,,5.0,22/03/2025,Spain
30087311739806400,"Thought there are two headphones...  
 Ok, my mistake, didn't exam the description enough deep, but still- needs more accurate description! !  
 For example-  
 To those, who needs only one earphone...if there are this kind of buyers at all...",5.0,21/03/2025,United States
30086970440850700,Super,5.0,21/03/2025,SRB
30087311706379600,,3.0,21/03/2025,Spain
30086970013022600,,5.0,21/03/2025,UK
60089260596859300,"Well, nothing to say is DELIVERED IN THE PLACE. 
    RELOJ EXELENTEMUY BONITO. 
   AFEITADORAS MARAvillosa very well packaged. 
   There are headphones that failed, there are two headphones and I only received one. 
 Everything is fine, they are worth a good rating.",1.0,21/03/2025,Chile
30086825920217000,,,21/03/2025,Spain
30086592246823100,"It doesn't connect to the mobile phone and is made of hard plastic. I don't know. Very good quality. I thought it was silicone, disappointing. 😞",1.0,21/03/2025,Spain
50169704590553400,Looks good,3.0,21/03/2025,Israel
30086797124870000,,3.0,20/03/2025,UK
30086783940645100,,,20/03/2025,Netherlands
60089489508856200,,,20/03/2025,Mexico
60089447076166100,,3.0,20/03/2025,United States
60089505653376800,"Well, it took a while, but then the day Enkeyo was on it, that's great.",3.0,20/03/2025,Mexico
30086903696842600,It's not working,,20/03/2025,France
60089469953828800,"I really like it a lot fist me perfectly, delivery was a little longer than expected but that's okay i am i really like it",5.0,20/03/2025,United States
50170144056087200,,3.0,20/03/2025,Maldives
60089500808382700,"I arrive before the date and in good condition. It works well, sounds very good, and is clear. 👍 , thank you 👍",5.0,20/03/2025,United States
30086757977130000,,,20/03/2025,Spain
50169532518076500,,,19/03/2025,Israel
30087224549515400,"It is like i see on the photo and on time delivery ,i like .thank u all",3.0,19/03/2025,Ethiopia
60089486076716400,Good product!,,19/03/2025,Brazil
30086734748988100,,5.0,19/03/2025,Poland
60089226911823000,"Very practical, sounds good, I really liked it",3.0,19/03/2025,Mexico
30086516235628900,"It's magnificent, it doesn't fall. it sounds perfectly. It is very discreet. I am very happy with the purchase. 🫂   To the seller, this is a very good item.",3.0,19/03/2025,Spain
30087193384059800,,,19/03/2025,Italy
60089217784490600,,3.0,19/03/2025,Chile
60089474829755900,"I loved it, perfect for me and in very good condition, loyal to the description 🥰",5.0,19/03/2025,Canada
30086698390239700,,3.0,18/03/2025,Spain
30086697566731900,"I received the order and to be honest, I was surprised by how well it fits my ear and how well it sounds, delighted with the purchase.",3.0,18/03/2025,Spain
30086812029379600,,1.0,18/03/2025,France
30086815211742300,,,18/03/2025,Estonia
30087147710253800,excellent,5.0,18/03/2025,Netherlands
60089457232852100,,,18/03/2025,United States
30086667902002800,,,18/03/2025,Martinique
30087121793383600,Ok,1.0,17/03/2025,Spain
60089191706676800,Very practical and good volume,,17/03/2025,Chile
60089417188406300,Works well. Sound could be a bit better but easy and comfortable,3.0,17/03/2025,United States
60089438087108200,,,17/03/2025,Mexico
60089443254108200,,,17/03/2025,Mexico
60089428089325600,"The material seems to be made of aluminum, I will test it when I go home.",,16/03/2025,Brazil
30086602797599600,,3.0,16/03/2025,Ukraine
60089428012149700,Very good,3.0,16/03/2025,United States
60089397998444700,Just love it but  received only the left ear,,16/03/2025,United States
60089420422711600,,,16/03/2025,United States
60089173710582400,,5.0,15/03/2025,Mexico
30086369869816100,,3.0,15/03/2025,Spain
60089160557486400,Received 4 days early great sound,3.0,15/03/2025,United States
30086363469296800,,,15/03/2025,Spain
30086363020932700,,,15/03/2025,Hungary
30086682429768900,People don't hear me when they call me,3.0,15/03/2025,Netherlands
50169468865665100,great 😀,5.0,14/03/2025,Maldives
30086341835626500,,3.0,14/03/2025,UK
30086665604533200,Thank you,,14/03/2025,France
30086654097822700,,,14/03/2025,France
60089384464441000,,,14/03/2025,New Zealand
60089384464341000,,,14/03/2025,New Zealand
60089384464241000,,,14/03/2025,New Zealand
30086532332974700,,3.0,14/03/2025,Spain
60089386818395400,This is not good it sounds bad and when u turn it on it says on in chinese it’s no good i will not buy this ever again,1.0,14/03/2025,United States
60089144959222400,"My headset just arrived, very good quality. It sounds good, it arrived in super good condition. Quality-price 10/10",3.0,14/03/2025,Mexico
30086650056573300,,3.0,14/03/2025,Spain
60089369529307900,,3.0,14/03/2025,Brazil
60089330601870700,"Very good, thank you",3.0,14/03/2025,Chile
60089134575090200,,,14/03/2025,United States
30086303876521100,Very good,,14/03/2025,France
30087050858481500,"Super mobile phone, I just received it and I'm fascinated",,23/03/2025,Spain
30087375302381500,"Super mobile phone, I just received it and it has been impressive.",,23/03/2025,Spain
50167291198834900,"The mobile phone is as introduced, the appearance and style are very fashionable, the design is simple and atmospheric, the internet speed is very smooth, the sound quality is clear, very practical, very satisfied. Another is that the memory is large, downloaded more than ten software, or very fast, but also can play games. The point is not card",5.0,09/03/2025,Viet Nam
50167613008015900,"Mobile phones are great value for money, very cost-effective. The running speed is smooth enough, the response is fast, the battery resistance standby time is long, the display effect of the screen is good, the sound quality of the song is very good, thank you very much for the thoughtful service of the business, there is a need to recommend it.",5.0,09/03/2025,Viet Nam
50167613405665200,"This mobile phone is good, the quality is particularly good, the standby time is also very long and the price is very cheap, the sound is very smooth, there is no noise, the inner core inside is very large, and the use is not stuck at all, the use is really very good, super smooth, i did not expect this price of mobile phones, can be so easy to use, it is recommended",5.0,09/03/2025,Viet Nam
50167613006151600,"The color is good, like it very much, the screen is good, the photo is also good, the photo effect is great, the picture is clear, the pixel is very high, the running speed is very fast, other features: very good, cost-effective",5.0,09/03/2025,Viet Nam
50167298311425200,"Mobile phone running speed: it has been used for a few days, feeling that the running speed is very fast and cost-effective. Photo effect: photo quality is very good, clear focus blur function is very good, bright color. Battery life: a charge can be used for a long time not to buy the most expensive, only buy the most suitable for their own, slowly used to adapt, ha ha ha.",5.0,09/03/2025,Viet Nam
50167608675743600,"Mobile phone use for a period of time, the system response is very smooth, there is no deadlock at present, and when entering the web page is also very fast, no card, mobile phone memory is really real, i downloaded more software, work needs, the appearance will not fade, now is still good, the key is the battery is more durable haha",5.0,09/03/2025,Viet Nam
30086323918426200,"The appearance of the mobile phone is simple, the hand feels good, this mobile phone is really good, send a charger and headphones, there is a mobile phone stand, the mobile phone is large, is bought for the mother, it is easy to use, like, logistics is very fast.",5.0,09/03/2025,Viet Nam
50167608275650900,"Looking forward to the phone for a few days, finally received! Very good, customer service is also particularly patient, sincerely recommend, my classmates also find me to link, mobile phone is not card, power consumption is not as fast as you say",5.0,09/03/2025,Viet Nam
50167295146271800,"Mobile phone screen is big enough, running smoothly without a ton, worthy of this price, the most important thing is that the practicality is very high, can meet a lot of needs, this price can buy this high-end products, it is worth it, and the card can also double card, do not take two mobile phones, too convenient, memory card can also be added, very satisfied, the price is cheap",5.0,09/03/2025,Viet Nam
50167293158585200,"Very satisfied with a online shopping, the owner is enthusiastic, logistics is very fast. The quality of the phone is very good, the screen resolution is high, the system is smooth, the game is not card at all, and the price is good",,09/03/2025,Viet Nam
60089571911764000,,,25/03/2025,Chile
30087425777517300,,,25/03/2025,Ukraine
30087426165569100,"As described, a very comfortable seat, but there is a little air leaking and I have to pump it every other day.",3.0,25/03/2025,Poland
30087424944262200,,,25/03/2025,Ukraine
50170802405047500,,,25/03/2025,Maldives
30087417768646100,,,25/03/2025,Ukraine
30086737038002700,"some kind of very soft, while I inflate it, it seems to be hard, then under weight (or it stretches) it starts to blur (or there is little jumper inside) 
 
 intex quality is very far away:/",3.0,25/03/2025,Ukraine
60089330539242500,"Excellent very good, according to the description, I liked it a lot and it works for what I bought it for, shipping was fast, good seller.",3.0,25/03/2025,Colombia
30087409784727800,,3.0,25/03/2025,Spain
30086945972323200,"Delivery is fast 11 days, the material is thin, the lower part could be made thicker.",3.0,24/03/2025,Ukraine
30087088483513000,,3.0,24/03/2025,Ghana
30087082893689000,,3.0,24/03/2025,Ukraine
30087081261118400,,3.0,24/03/2025,Poland
50170164917940500,,3.0,24/03/2025,"Korea, Republic of"
30087077270308500,,3.0,24/03/2025,Russian Federation
30086717462908500,,3.0,24/03/2025,Russian Federation
50169543413927500,Good 😊 😊 😊 😊 😊 😊 😊,3.0,24/03/2025,Maldives
30087396129456600,,3.0,24/03/2025,Hungary
50169511010536000,,3.0,24/03/2025,Maldives
60089555155203400,,3.0,24/03/2025,Australia
50170716802662900,,3.0,24/03/2025,Maldives
50170712029565500,"The exterior was slightly crushed, but the product arrived without any damage. There was an air reverse flow prevention valve on the sofa side, but the ottoman does not have it, so there was a need to be a little careful when removing the air pump. When I tried sitting, the rust on the bottom worked like a suction cup on the flowering, causing an unimaginable feeling of stability.",3.0,24/03/2025,Japan
30087388508946500,Very comfy,5.0,24/03/2025,Kenya
50170076916679500,,5.0,24/03/2025,Israel
50169452272875500,Great,5.0,24/03/2025,Israel
30087378186944800,,5.0,24/03/2025,Ukraine
30087062055241300,,5.0,24/03/2025,Portugal
30087058067606400,,5.0,24/03/2025,Switzerland
30087376564392800,It is nice and comfortable.and have a good quality,5.0,23/03/2025,Ethiopia
30087053274303200,,5.0,23/03/2025,Spain
50170037766683000,"thank you, the order arrived on time",5.0,23/03/2025,Israel
60089308549053700,"This item looked very good in material, but it arrived cut off during shipping and I couldn't enjoy it. But I will order another one, it looks very comfortable. I will give you a 10.",5.0,23/03/2025,United States
30087362198191700,"Not comfortable, the pump releases the gadget, but given the price, I didn't expect anything better.",5.0,23/03/2025,France
30087041604440500,Good set but the chair loses some air every time I feel.,5.0,23/03/2025,Spain
30087037648049400,,5.0,23/03/2025,Algeria
30087367307887300,,5.0,23/03/2025,Estonia
30087033257507800,The chair is significantly smaller than it looks in the photo..,5.0,23/03/2025,Ukraine
30087027273624900,"Everything's fine, I recommend it",5.0,23/03/2025,Poland
60089548050508700,According to the advertisement... The pump works but takes a while to fill in...,5.0,23/03/2025,Brazil
60089503067194700,,5.0,23/03/2025,Chile
30086662689661300,"great, thanks for the package, good quality, drop off, great design and fast delivery.",5.0,23/03/2025,Russian Federation
30086887916150700,,5.0,23/03/2025,France
30087006460603900,Not tried yet...,5.0,22/03/2025,France
30086871545607200,"Mega express delivery by new mail 10 days, thank you seller)) everything is complete, the chair is as described, the child is excited, and it's comfortable for the adult too",5.0,22/03/2025,Netherlands
30086641462945500,,5.0,22/03/2025,Algeria
30086639059785600,,5.0,22/03/2025,Estonia
50168932769469500,,5.0,22/03/2025,Israel
30087322174776000,"I am very satisfied with the item, which is really beautiful and completely corresponds to photos and description. Excellent price, even better thanks to a magnificent discount, and excellent quality/price relationship. It also includes two patches and a manual inflator. I am very happy with the purchase. The shipment arrived in about 8 days, perfectly packaged and protected, so it arrived intact.",5.0,22/03/2025,Spain
30086969696977100,,5.0,21/03/2025,Italy
50168899142046600,Perfect 👌,5.0,21/03/2025,Israel
30087292993026200,,5.0,21/03/2025,Spain
30086958821828000,,5.0,21/03/2025,Ukraine
30087300507106700,,5.0,21/03/2025,Ukraine
50168850743222700,Arive on time but not tested yet.,5.0,21/03/2025,Oman
50168845104383200,,5.0,21/03/2025,Israel
30086598685009400,,5.0,21/03/2025,Ukraine
30086599458188900,Perfect everything,5.0,21/03/2025,Spain
30087293741086400,,5.0,21/03/2025,Spain
60089503952018300,Show top,5.0,21/03/2025,Brazil
30086822316040500,,5.0,21/03/2025,Italy
50168813147245900,,5.0,21/03/2025,Israel
30086934076464600,,5.0,20/03/2025,Spain
60089251363153800,"Nice and nice, my bedroom has elegance.",5.0,20/03/2025,Chile
30086928484745900,Very good +++,5.0,20/03/2025,France
30086571851786900,"Delivery was very, very fast",5.0,20/03/2025,Iceland
50169670125663200,,5.0,20/03/2025,Israel
30087259395546300,The product is very good and nice,5.0,20/03/2025,Ghana
30086791511849700,,5.0,20/03/2025,Poland
30086785565445000,,5.0,20/03/2025,Poland
30086922067968600,"The product was received by the seller, thank you, I recommend the seller. It arrived quickly. We liked the product, a comfortable chair, the only thing is that the pressure drops a little every day.",5.0,20/03/2025,Ukraine
30086565404894800,Good!,5.0,20/03/2025,Ukraine
50170212892635300,Super item 👍,5.0,20/03/2025,Maldives
30086910064341300,"cool piece well, buckle, I've started turning in",5.0,20/03/2025,Ukraine
30086771996223900,,5.0,20/03/2025,Poland
50168673979272300,,5.0,20/03/2025,Maldives
30086539093470600,,5.0,20/03/2025,Spain
50170139656757300,"It's perfect! Really comfortable and cute :) 
 Loved it",5.0,20/03/2025,Israel
30086885613442300,Super,5.0,19/03/2025,Belgium
60089495253673300,Looking for great,5.0,19/03/2025,Brazil
50170108456910200,,5.0,19/03/2025,Maldives
30086519085771700,"It arrived quickly in 10 days, the pump included is of poor quality. I pumped the chair halfway, the pump broke. I'll buy a pump and pump it back and I'll post it again.",5.0,19/03/2025,Ukraine
50169464120400300,"class!!! cost their own price and even more 
 let's see how they will behave when used 
 Thank you",5.0,19/03/2025,Israel
60089461969855800,,5.0,19/03/2025,Chile
