ID,Title,Rating,Sentiment,Author,Date,Date,Content,Country
R1DL009W7BWM2R,Cheaper is never better,3,neutral,American Patriot,07/02/2025,,"Tried to save a couple bucks because of the water in my area shower heads go bad in about a year, liked the shower setup but it is cheap so spend a little more and get the bigger one with the adjustment and it’s made to last a little longer",Uintes State
R17BYZUT1R1BV0,Water pressure is not enough,3,neutral,burak,16/02/2025,,It’s been only 1.5 months since I started to use the product and it’s been already giving malfunctions. Some holes are not throwing water or drips only. I don’t think it’s useful .,Uintes State
R11KTT9EIRZPVP,Water holes get clogged up and stop working properly,2,negative,Sasha,11/03/2025,,"It was extremely easy to install, I did it by myself in 10 minutes and I'm not even that handy. Looks nice and easy to clean. Switching between different modes is easy to use, and the pressure is great for both the handheld and the shower head.
However, a huge issue for me is that less than a year later only 1/3 of the little holes in the rainfall shower head are working as intended. Some of them don't have water coming out at all and some of them spray the water every which way. I don't wash my hair every day and would like to keep it dry while I'm washing my face. This 360 water spraying leaves me and the whole area around the shower soaked. I clean my shower and the shower head regularly and never had such an issue with a rainfall type of installation before. I tried cleaning the holes with a toothpick and a brush but nothing seems to have any effect. So the only solution is to replace the whole thing, which I will do, but not with this brand.",Uintes State
R1EVAB7HR23PQV,Water pressure is eh,3,neutral,John,25/12/2024,,"I’m speaking only on water pressure here. I came looking for any shower head that would dump the most water. Couldn’t find anything that anyone said was above the rest, and this one was a best seller that said high pressure so I tried it. The water fall is about a 3/10 and the hand held head is about a 6/10 which is still worse than the old one I had. The multiple settings is cool, it switches between the over head and the hand held really smoothly. Quality product, but go elsewhere if you want some power!",Uintes State
R4Z0RV8KDJU2L,Like the extension,3,neutral,Amazon Customer,27/02/2025,,It is a little small to be considered a rain shower head. But the shower extension is a nice addition.,Uintes State
R2Q5CWX2YNP8ER,"Nice replacement, almost….",3,neutral,neisch,02/04/2025,,No Content,Uintes State
R14NTUHCH4LSTS,Handheld part leaks even when turned off.,3,neutral,Mel M,29/12/2024,,"This showerhead came nicely packed and I had high hopes for it because of the great reviews but it is supposed to have 3 settings- showerhead only, showerhead and handheld and handheld only. When I set it to the middle setting for both the showerhead and handheld- the handheld has no pressure so when I set it to the showerhead only- the handheld leaks the entire time. I will be returning and am very sad about it because it is a nice looking showerhead.",Uintes State
RZTYM1LW14BZ8,"Nice refreshing, wand base is cheap",3,neutral,Robert,23/01/2025,,"Overall I believe the quality and power of this shower head is pretty good. I love the rainfall and the hand held wand has strong pressure in different settings form. The wall stick was very secure however I don’t like the base for the wand, it’d be nice if it had more of a securement feature. Not just placed there to fall and get knocked down. Thats the reasoning of not 5 stars.

It would be nice if the rainfall head had some different spray features as well.",Uintes State
R2D4LVHF5GX3AX,Shower head waterfall,3,neutral,Kelley Fernandez,20/03/2025,,It's beautiful and easy to put together.. I just wish there was better water pressure,Uintes State
R12DZM6GKICEZJ,Not a high pressure shower head!,3,neutral,Nonnie,20/02/2025,,The handheld wand has more water pressure than the big shower head! I'm disappointed!,Uintes State
RHY5S27D83U45,You get what you pay for! ***UPDATE,3,neutral,John,06/01/2024,,"Do yourself a favor and don’t gamble your time and money save yourself the headache and buy a brand that you know will work. I’ve gone through to of these now and they both have the same leaking issues from the same area in the coupling. I gave the benefit of the doubt on the first one and went ahead with the replacement option finally get some time to install it and they’re both leaking from the exact same “loose” area that allows the arm to pivot and from an engineering standpoint that is the worst ideas when it comes to fluids. Needless to say instead of the two nozzle option I get a complimentary 3 jet that spews like a geyser from an area that should be water tight. With that being said if I took some precious time out of my meager existence I could probably fix it but I’m not purely because I bought this with the intention of having a plug and play shower head and go about my life. Now please excuse me while I go and reattach my old shower head that doesn’t leak because it’s not an entire da Vinci mechanism just to hose myself off…

Edit & UPDATE***: Customer service rep contacted shortly after I left my review. They where extremely concerned with my personal qualm aswell the quality of the product they where distributing. In my personal humble opinion customer CS reaching out to me in a very professional and timely manner means more to me than a faulty piece of equipment. They went above and beyond fixing the the situation and I’m very grateful for their sincerity. With that I changed my original rating from a 1 star to a 3 star regarding their professional and timely customer satisfaction concern for their product quality.",Uintes State
RLGGZWW8WMDKP,Presión del agua,3,neutral,Majo,11/03/2025,,No cae con presión el agua como se esperaba,Uintes State
R3R6PWZ2UJARB8,Running out of Hot water,3,neutral,Kindle Customer,28/02/2025,,Feels awesome but uses up hot water VERY quickly,Uintes State
R2MUUCT9T9UAX9,It’s pretty good,3,neutral,victoria,04/01/2025,,I love the overhead rainfall feature it’s very relaxing but you can’t use both overhead and handheld at the same time because the water pressure drops significantly. I figured the handheld would have tons more pressure than the overhead but it’s not too much of a difference. Not a bad buy but I wouldn’t consider it high pressure at all,Uintes State
R37SCUGUN22I6Y,small,3,neutral,Brandon Bell,28/02/2025,,great but smaller than I thought,Uintes State
R7MJDZHJ8LITK,Chuggie,3,neutral,russthevet,17/03/2025,,It is very stylish and affordable.,Uintes State
R3PZX95QP0XI5O,Unimpressed. - Update: Satisfied!,3,neutral,M.Demartini,23/01/2025,,"UPDATED REVIEW:
After posting my review I was contacted by the seller and offered apologies and a full refund. It is refreshing to know there are still good sellers on-line. Although this item did not meet my expectations, I certainly recommend the seller.

ORIGINAL:
Looks nice, but not the quality I expected.
Very low water pressure and joints are flimsy.",Uintes State
R3U8GNLNFGS4TM,"Cool look. Not high pressure, lower temperature water.",3,neutral,Crispy Dayz,12/05/2024,,"I was very excited about this rain shower head with an extension arm. It was very easy to install, looks sleek, and it did not leak. Unfortunately, however, the pressure from the rain shower is barely there, such that using both the arm extension and rainfall at the same time is not realistic. That is without even using the pressure regulator that comes included if you need it. The arm extension has more pressure although not an impressive amount as my older shower head. The function options are also quite limited. Something odd in my experience with this shower is that I had to set the water to a much hotter setting for it to feel like the temperature that I normally use as compared to my previous shower head. This effect is even more pronounced with the arm extension, probably because of the long hose that gives the water a chance to cool down as it flows.

My bathroom is far from the water heater, and although I have never had an issue with other shower heads, this one seems to struggle with temperature regulation and driving water pressure. I think these experiences probably depend on the layout of your house, how much pressure you get, and how far you are from your water heater. It just did not work out for me.",Uintes State
R1S3SOY4Y3JEMN,Lacks water pressure,3,neutral,DSK3,29/01/2025,,I like it and it seems to be made well but it really lacks water pressure. We have great water pressure at our house but this makes it seems like we don't. I'll probably end up replacing just the shower head part with something else.,Uintes State
R3CDIORGJ3DEUA,all caps,3,neutral,Garry Burnett,03/01/2025,,shower head is average pressure don't be fooled by ratings . Just like any other shower head hook-up on market . listen it's all cap . our country is full of lies and company's are allowed to lie to us to make profit.,Uintes State
R1RAO9BD6KXVYT,Mixed feelings,3,neutral,Mari,06/12/2024,,The rain head isnt high flow what so ever but its nice enough for the price. The water flow won't get any soap out of your hair but that's what the hand holds for. The hand holds flow is really good and actually gets rid of all the conditoner and soap but it has a horrendous bracket that's annoying to deal with. Wish they made it so that it would actually stay in place but this is what you get for this price range. Really like being able to pause the water on handheld mode so I'll keep it but will be looking for a better bracket to keep it in place.,Uintes State
R22Q1LN48TRFGD,Works good. It smells,3,neutral,Buyer,17/01/2025,,"Easy to install and works great! However, 5 months later, the water coming from the handheld piece still strongly smells of chemicals for about 10 seconds every time it’s used",Uintes State
R19OBFHYH9J1WE,Just okay,3,neutral,Amazon Customer,14/01/2025,,Easy install. Valve in the handheld (the button) leaks by when not button is not pressed. Minor annoyance but it’s a cheap Amazon shower head.,Uintes State
So, the hand sprayer... The mount is baffling and bad. It basically works, but the sprayer doesn't really fit. Trying to force it down to stay put isn't a good experience. Also, the silver backing looks cheap and mine is sliding down over the clear adhesive on the back.,,,,,Uintes State
"I'd not purchase this again or recommend it.""",,,,,,,,Uintes State
R1L3EPRSC9QVI6,Poor quality.,3,neutral,Ronnie Abrahiem,28/01/2025,,"I ordered Veken high-pressure rain showers last week, but I'm having an issue with the wall bracket, which failed the next day.",Uintes State
R1UR16QRIPC9TH,Not great water pressure,3,neutral,Ming,12/02/2025,,The pressure in the shower head isn't great but the pressure from the handheld is pretty good.,Uintes State
R2LAS31T99QN9T,Seems well built,3,neutral,Sundance,22/01/2025,,"This seems like a well-built shower head. However, the controls to turn off the handheld or the main shower head aren't adequate",Uintes State
R1QRS5YQPCW11,Poot strem,3,neutral,Liran cohen,10/02/2025,,Very poor streem on the big head. NOT recommended. The hand nozzel work good.,Uintes State
R1X46IXJQUMNA2,Not enough pressure,3,neutral,Emily P.,19/12/2024,,I was super excited to try this but was left disappointed. The rainfall head does not have enough pressure and I'm left feeling cold in the shower. I really like the handheld attachment and it's various modes but we unfortunately installed it too low before realizing we wouldn't like the main head. The heads are made of plastic and seem like they will hold up but could break easily too. Install was easy.,Uintes State
R3IHR623U56DX7,Not the one,3,neutral,Wesley,12/02/2025,,Misleading not good pressure,Uintes State
R2HPBBQBTRYR1Q,Small handle Holder . Bad Design,3,neutral,Steven G.,19/12/2024,,"Head work as a shower should be .
But bad Design for holder the small head. Stick to the wall ?? Naaaa that didn't work . Had to construct glue to the tile . Product needs redesigned . Can't believe that was the choice design . Whaoooo.",Uintes State
R2EJWO5ZDPEI9L,More like a drizzle than a shower,2,negative,RUSTY,31/03/2025,,"I purchased this product looking for a more spa like shower experience with a relaxing rain shower; however, I didn’t really get rain. What I got was a drizzle. There’s hardly any water pressure in the rain water shower head which is a big bummer. The hand held option has more water pressure and is a better option, but doesn’t offer that spa like experience. I felt like I was being beat to death by water. I am rating this with two stars because it was easy to install.",Uintes State
R3FVUEOX6O73XT,Great showerhead but weak extension holder,3,neutral,Eric,19/12/2024,,"The showerhead and extension functionality are great, but the extension holder gets pulled off my shower wall by the extension after an hour or so. I tried multiple times but I don't see how to remedy this.",Uintes State
R2M4XS8LBCJ5L4,Design flaw,3,neutral,LisaJo,01/01/2025,,"This would probably work fine, but the problem is that the place to switch from shower to handheld is at the top of the pipe. I would have to get a stool to reach, and that’s not convenient.",Uintes State
R2VQN83SUJIKOZ,"It's decent for the price, but not great.",3,neutral,K.C.,28/09/2024,,"As others have said, the water pressure is not that great. I had great water pressure before, but with this it is not so strong. It is good enough. I've notice that some of the holes work, then don't work, then work again. I recently fell and fractured some bones, so I cannot take it off to research what is wrong. I would not buy this again, but the price is low. If it lasts 6-12 months I'll figure I got my money's worth. I do like that you can have both heads spraying, not strong, or one spray which is obviously stronger. Next time, I'll purchase a name brand.",Uintes State
R3UE6WIJZVBWXJ,"Easy install, little flimsy",3,neutral,DBaum,22/12/2024,,Works fine. Easy to install. The wand doesn't have as good of water pressure as the one I had before. It's also plastic.,Uintes State
R39DLDROSCO8BZ,Decent,3,neutral,Chandler,26/12/2024,,"Doesn’t really hold enough pressure to use both simultaneously that well. Additionally, the most function doesn’t work. It’s a great showerhead overall though.",Uintes State
RO9C2SLSWYHR1,Eh,3,neutral,Melissa Z,05/01/2025,,Water pressure is ok. Wand has more pressure then the head. Dont think id buy it again,Uintes State
R1V47WEC7ZR7DA,better ones out there,3,neutral,megan,06/01/2025,,i dislike how the rainfall (the bigger shower head) doesn't have any other flow setting.,Uintes State
R1GJMIU4LV2FFU,Nice product but know what you’re getting into.,3,neutral,Steve F.,21/10/2024,,"I actually really liked the look, quality and the ease of installation. I have VERY high water pressure so I was really excited about this product. I think it’s just how large the diameter is but it just trickles out with next to no pressure. The handheld sprayer had OK pressure but not nearly as much as the basic 2-3” head I had on there previously. I will look for something smaller in diameter next.",Uintes State
RD5KDBVAZ7GNR,Wonderful with one problem,3,neutral,Lady Luna,06/04/2024,,"Absolutely love the water pressure, quality of shower heads and hose, was super easy to assemble with very clear directions! Only down fall is the adhesive on the handheld shower wall mount is unreliable. Cleaned the shower wall, dried it with a fresh towel and the mount fell off after 2 showers within 12 hours. The weight bent the handheld wall mount as it fell and now between the lack of adhesive and bent thin material, it can no longer adhere to our shower wall let alone hold the handheld shower head. I’m so bummed because I love this shower head! Will hope I can find a replacement handheld mount at Home Depot. This adhesive reminds of a slightly stickier version of a standard peel and stick sticker. The shower head itself is a dream & well worth the cost! The handheld mount in my opinion, from this experience, would benefit from a little upgrade. Otherwise I enjoy the luxury feeling this shower head provides!",Uintes State
RPTVQLKLKIE34,Good,3,neutral,Darrell,31/12/2024,,It works that's it,Uintes State
R2RHO2X7GG2IWP,Shower Adheasive didn't even last a day.,2,negative,Anastasia S.,16/02/2025,,The part that holds the extra shower handle fell off after one day of use. We made sure to clean the shower and wait for it to be dry. And we also waited 24 hrs before using this shower to ensure the adhesive sticks. We just wanted to adjust the shower head and when we moved it downwards the entire thing came off and now it won't even stick anymore. So disappointing. The pic is how my moms shower looks until we can figure something else out.,Uintes State
R26XOJ2JLXENWC,Looks great but...,2,negative,Serrano,28/03/2025,,"Installed easily, looks sharp, high pressure with the lightweight, aluminum feeling detachable showerhead. but 4 months later the larger shower head weakened in pressure and seemed clogged. Ended up taking it down and going back to my original shower head. That worked fine.",Uintes State
R2YF6TFWTEY72J,Drips After Shower for at least 10 minutes,3,neutral,B,15/08/2024,,"Bought this shower head after our other one broke. Seemed good. I've noticed that this one will drip from the shower head and the extension arm for such a long time after a shower. Our previous one did not drip and it's incredibly annoying. Wish the shower head itself was more square, the pressure off the arm isn't the greatest. Should have researched more before buying, unfortunately when you're in a bind, you buy the best for your budget at the time and pay for it later.",Uintes State
R1Z5BTLS4HL4VN,Didn't really work,3,neutral,alexi daw,04/09/2024,,I was really excited about this shower head but I was disappointed. The water only came out of half the shower head and even then its just barley coming out it's not high pressured at all. Nothing is clogged either. Also the part that sticks on the wall to hold the other smaller shower head doesn't come off which is a good thing but sucks when you are moving and can't take that with to hold your shower head in place.,Uintes State
R2OISYR3IYXKJ1,Poor Adhesive Tape,2,negative,Fanatic,24/03/2025,,Shower heads are great but thr adhesive portion to hold hand held sprayer is terrible. It doesn't stick. This makes using this item veey difficult. That's the only flaw which is major for me.,Uintes State
R1T224F3PXL3EB,It’s not very high pressured as stated,3,neutral,Cayce,04/12/2024,,I bought it because it said high pressured. That’s simply not true.,Uintes State
RIOAMKRXED5J0,Poor quality,2,negative,Lukas Caraway,23/02/2025,,Worked awesome for first three months. But then the knob that is used to adjust the angle fell off and can’t be reinstalled because threads pulled through. Which is weird because the only time it was adjusted was during the initial after installation leak check to get the desired angle in the shower. A message has been sent to seller so will see how it goes.,Uintes State
RG8JAM3VZDO28,Husband doesn't care for it. it was intended for his shower.,2,negative,Dennis M. White,12/01/2025,,"Hubby purchased this for his shower. 2 down sides. 1 the part that came preassembled was put together backwards. 2 you can use the shower head alone but you can not use the hand held alone. high end ones have 3 settings: shower head, hand held, or both together. this one is NOT high end. it only allows shower head always on and hand held on or off. So when you want the hand held to rinse your under carriage you still have water coming down on your head even if you don't want it so your conditioner can set for a few minutes while you wash and rinse your body.",Uintes State
R3MWNDEUSBI0MP,Not high pressure.,3,neutral,Jenni,21/10/2024,,If you’re looking for a high pressure shower head this isn’t the one. Definitely not anti-clog either. Ive had it for about 2 months and the little holes the water sprays from are all starting to clog or spray the other way. The design and durability is very good though. Really liked it but the very low water pressure was a big nope for me.,Uintes State
REGQ6FQVKFDLB,Like the look but low water pressure,3,neutral,Kindle Customer,17/09/2024,,"I was hoping the rainfall shower head would feel like rainfall, but the waterforce is so soft, and I don’t appreciate it. I thought something might be wrong on my water line, but the handheld head works perfect and has much better and stronger water flow. Also the installation is not as simple as they claim it to be🤷‍♀️",Uintes State
R1EB0ZMHEP03JS,"Ehhh, It's ok.....",3,neutral,Tom Goodwin,23/10/2024,,"Nice concept, nice look. But like everyone else is saying about the pressure it puts out, not much at all. And the fact that when you turn your shower off, it still trickles on you, It doesn't shut right off. I found that really annoying. Looks nice, works, kinda.......",Uintes State
R3J3JWJVVY0FKR,Wanted to love it,3,neutral,Nee,08/10/2024,,No Content,Uintes State
R1LBE3GN04T97I,"It's a nice rain shower, but the hand held leaves little to be desired",3,neutral,James,14/10/2024,,"The large one is really nice, and looks elegant in my tub. The hand held piece on the other hand it a bit cheap, and the mist setting is hardly a mist, it's more like clunky jets spraying at you. If you're looking for fine mist, this isn't it.",Uintes State
R15C2NMU4BCQ2Z,easy to install,3,neutral,JH,02/12/2024,,it is easy to install but water pressure is weak,Uintes State
RMTKIC570PXI7,Not enough pressure,2,negative,Brittney Staheli,03/04/2025,,It’s nice and it’s pretty but it’s very low pressure in my opinion. Takes forever to get soap out of my hair. I’ll have to buy another one.,Uintes State
R3O3JG86H5HAME,Wanted to love this,2,negative,nomadsmom,07/01/2025,,I loved how big this rain shower head is. I loved how the water was falling everywhere and I was covered in warm and that the extra head was handy for spraying the walls and dogs. What I don't like is how quickly this clogged and stopped spraying. I have tried everything to unclog the spray nozzles but they basically only spray from the middle at this point. It makes me super sad because I have wanted the rainwater type of head for a really long time and it's just not feasible with this head.,Uintes State
R36SEVRYNO8ASF,It's ok,2,negative,Liz C,11/03/2025,,I expected the same or better water pressure from the large shower head but am disappointed to say it's more like sprinkling rain. The smaller wand does have a few settings with enough pressure to get the shampoo/conditioner out of my hair but I wanted more from the large shower head.,Uintes State
RVCIFFZOKNVO9,Good shower head but cheap mounting for handle,3,neutral,gruszka,29/10/2024,,"Overall great shower spray would love it , but thr handle holder is made to stick to the wall- it fell after 3 weeks…. So now it looks awful with cord just hanging… would not buy again",Uintes State
RV9USXQRZW3G5,Plastic,3,neutral,Chelsea,14/08/2024,,"Maybe it’s my fault for not reading better but I didn’t realize that the entire thing is made of plastic. A little annoyed I paid $60 for a plastic shower head, if I had realized that I wouldn’t have bought it.

It seems to be working fine so far, the pressure is nice and the wand settings are good. I’m a little concerned about the longevity.",Uintes State
R31IC73VBZOY31,Not in standard!,2,negative,Amazon Raj,09/04/2025,,"This is second time buying this product, for some reason it didn't satisfy my need. Within a week handle is dipping! Need to return!!",Uintes State
R2OJ76TIJ3VD6Y,Cheaply made,3,neutral,Cruzer,29/06/2024,,"The outer covering of the hand held shower metal covering broke off the shower head just after 2 months. This left the nylon tube inside exposed and when I tried to see if it would work, the nylon tube burst in the shower. Very disappointing. I had to attached the old hand held shower (fittings are standard) which I have had for over 5 years. I changed it out because my wife wanted a rain shower head. I won't purchase this again from this company.",Uintes State
RGQSDY2NIDBEE,Nice at first,3,neutral,Sm,07/11/2024,,Then constantly clogs up and water goes in all sorts of directions. Hard to clean it,Uintes State
RJU6UG7LZ1Q34,decent for the price,3,neutral,Simply Kimble,26/07/2024,,"bought this on prime day after reading reviews and hoped for the best.

knob turn to small head - head has great pressure.

knob turned to large head - severely lacks pressure and is a soft rain.

know in the middle for both heads - very low pressure out of both heads.

you'll want to run either or, not both. I have 52psi water pressure for reference.",Uintes State
R1LAM5L5CHVS5G,Ok product.,3,neutral,chad,29/07/2024,,The hand held works well. Good pressure. The rain shower head is trash. Leaks at the connection. The middle part shoots down at a slant instead of straight down. Didnt bother me at the beginning but now half of pores are now doing it. Would not recommend unless you are trying to go cheap and dont really mind the rain head not working correctly.,Uintes State
RTQCAKJGJ04W3,Was great at first....,2,negative,Shelby Taylor,09/12/2024,,"Purchased Aug 2024.

Easy to install. No problems there.

Ran great for a while, was a great upgrade from the previous setup.

Then, a few weeks back, it started to leak from the main shower head while the faucet runs to fill the tub.

I often switch it to the handheld just to avoid cold water dropping on my children when they sit in the tub as it fills. (It drips for about 5-10 minutes after the faucet is turned off.)

So.... for $50... I could have absolutely found a better option.

Very bummed because I really liked it.",Uintes State
R2I79HIY60DXCO,Shipping was slow,3,neutral,Kindle Customer,02/08/2024,,"First thing shipping was delayed (not happy as I pay for Amazon Prime), the photo makes the shower head look square but its a rectangle shape (not a real problem). The product is of good quality and easy to assemble.",Uintes State
R37BB3BK439RWA,Works decent,3,neutral,Amber,02/07/2024,,"I wish the rainfall shower part had more pressure, right now its like a gentle drizzle. The wall bracket didnt stick well and I cannot figure out where to buy another without buying a whole new showerhead. The wall bracket did have a tolt function that was nice. This was VERY easy to install.",Uintes State
R2C5L06S2DPMA8,Missing Parts,3,neutral,MZ2019,11/01/2024,,"We got the shower head and installed it already but after it was installed we noticed that it is missing the part that is needed to hold up the handheld wand. The shower head works great and so does the handheld wand but currently it is sitting on the floor of the shower. I am trying to reach out to the seller to see how I can get that part that holds the wand to the wall. We are happy with the product and even purchased a second one, not here yet, for our spare bathroom. I don't want to take it off just to return it and hope the new one comes with all of the needed pieces. I hope the seller sees this review.",Uintes State
RXZ8VWQ1YHKTV,Handheld wand falls off,2,negative,Laura,18/08/2024,,"This is one of the worst shower head combos I have ever bought.

First the photos are deceptive. I thought the main shower head would be bigger. It is much skinnier than I wanted.

The handheld wand is the worst part. The plastic piece that is supposed to hold the wand is completely wrong it doesn’t hold it up well. It’s like it is not made for this set.

I tried reaching out to the seller about this but the Amazon AI chat assistant won’t let me. It only gave me the option to return it, but the return window has passed.

As a result of the poor attachment piece the shower wand keeps falling off the wall at the slightest touch and is scuffing up my shower pan pretty badly.

I do not recommend.",Uintes State
R2QB9V6QX1DUW0,Didn’t last a year,3,neutral,Kayla,31/08/2024,,"Loved this shower head, but it only lasted 8 months. The shower head fell randomly in the middle of the night. Lookes like it was too heavy and the connector piece broke 🙃",Uintes State
R2BXOAOHX7WCAX,Great product but you will need heavy duty plumbling,2,negative,Denise Dean,06/03/2025,,Shower head is extremely heavy so i was only able to use the wand! You need a long heavy duty arm to put this showerhead on!,Uintes State
R107AFSJ5JBU3V,Handheld holder degrades,3,neutral,Justin Suen,07/09/2024,,The holder for the handheld slowly slips and the adhesive is not good. Overall it looks stylish but I wish the material for the holder worked better.,Uintes State
R3OMD2S938B78Z,Low pressure in the top shower head,2,negative,M. Montoya,02/02/2025,,"The flow is really weak in the top shower head, so weak that some of the spouts just dribble water out and barely forming a stream. I’m disappointed and returning this.

The only saving grace is that the shower wand is alright with good pressure.",Uintes State
R1SEDR2TX2YPR1,Set de cabezal de ducha,3,neutral,Natividad G.Ramos,11/02/2024,,"No me agradó ,porque no tenía fuerzas cuando sale el agua,ninguna de las dos piezas bota el agua bien fuerte,mi nieta también opinó lo mismo,te sientes como que no te haz bañado.yo tengo una the waterpik y es bien fuerte el chorro,traté de ordenar una de waterpik pero y que tengo que poner otra dirección y es en vano,porque el problema es los que hacen el delivery si hicieran el trabajo bien no hubiera problema.ya ven el paquete lo pusieron en otro apartamento y tuve que ir donde mi vecina y pedirle el paquete.a mi me gusta que el chorro de agua sea fuerte y con mucha agua",Uintes State
RS0COX2MTB6BE,Says you can self install I cant,3,neutral,Jay Ulitsky,24/08/2024,,maybe i am just not smart enough but it says you can 100% self install but i still cant figure it out reading the instructions. I was able to put het old one back i took off easy but this is very complicated.,Uintes State
R1TDZ1FSCJD3XD,Not compatible,3,neutral,Wow!,30/09/2024,,This product is not compatible with my shower and it didn’t complete with the pieces so be careful it could be a scam,Uintes State
R3BTVWKAKJHAQV,The wall bracket doesn’t hold the hose shower head,3,neutral,Shaun Pettit,13/09/2024,,The wall bracket doesn’t hold the shower on the hose head may be you. Can send another one,Uintes State
RFHZ6WUZXL1L4,Meh,2,negative,Isabel Lopez,31/01/2025,,"Partner was really looking forward to this thing. We installed it and wand was defective. Leaked while the rain shower was on even after checking everything was off to it. Then we turned it on, leaked shifting to different features",Uintes State
R3MA8GH7KG3RZI,Small part ruins the whole thing,2,negative,A Rearick,23/02/2025,,"Shower heads are great, mount is flimsy and doesn't stick. That ruins the whole product for me.",Uintes State
R2ZHBJPJ9411BZ,Hand held shower head adhesive bracket is useless.,2,negative,Gregory L.,12/12/2024,,"The hand held shower lead adhesive bracket fell of the shower wall within days of installation. It’s useless. Now the shower wand hangs down without support.
This is an update to my above description about the failure of the adhesive bracket. The company contacted me after my review and sent me a brand new unit with a vertical bar to support the handheld showerhead. The new shower assembly is excellent. They stood behind their product and I appreciate it very much.",Uintes State
R2U76NQC091B7P,Easy installation,3,neutral,Breana Smith,25/04/2024,,"Love this product. Installation was simple and were clear. If you want amazing pressure from both sprayers, this may no be the shower head for you but I really only like using one at a time. If you use one at a time the pressure is great. My one complaint is there is a small leak coming form the rain head but it’s minimal.",Uintes State
R107XIY1PG8LYT,Elbow joints strip easily,2,negative,Mark Stauffer,06/12/2024,,"I loved this showerhead for the first four months that I used it. Then, the other day, the arm holding up the rain head just collapsed. I tried to tighten the nut holding it up and realized that it was stripped, and there was no way to keep the rain head up any longer.",Uintes State
R34XQCUGPT4GW,Stopped working after 2 months,3,neutral,Nate Hughey120,30/06/2024,,At first it was great and worth the money. after 2 months the rod that screws into the shower head lost it's tension and fell down. I have not been able to get it to stay up and had to take it off.,Uintes State
R1S0G67PB0OADK,Rain shower doesnt have pressure. Hand shower ok,3,neutral,Ani,05/08/2024,,"Rain shower doesnt have pressure. But the Hand shower seems to have good water pressure. For the price, I think its a decent deal. it was easy to install.",Uintes State
R9VF9M1K2PCWA,Weak water pressure but a neat design,2,negative,Yankee Clipper,05/01/2025,,"It's a neat design and not a terrible price when on sale, but if you're looking for it to be a hurricane of water flow, this isn't for you. Even with the restrictor removed the water pressure is a let down, but maybe that's just my plumbing.",Uintes State
R3KFGQF03GZIU5,Feels so good,3,neutral,Jeannie W.,24/06/2024,,The rain head feels so good. I just wish they had put the handle to switch the head was lower. Only a tall person can reach it.,Uintes State
